year_month,direction_code,NZ_area,Count,geo_level,period
2017-08,A,Whanganui District,1182,Territorial authority areas,Monthly
2017-09,A,Whanganui District,1281,Territorial authority areas,Monthly
2017-10,A,Whanganui District,1617,Territorial authority areas,Monthly
2017-11,A,Whanganui District,969,Territorial authority areas,Monthly
2017-12,A,Whanganui District,681,Territorial authority areas,Monthly
2018-01,A,Whanganui District,1413,Territorial authority areas,Monthly
2018-02,A,Whanganui District,675,Territorial authority areas,Monthly
2018-03,A,Whanganui District,774,Territorial authority areas,Monthly
2018-04,A,Whanganui District,1116,Territorial authority areas,Monthly
2018-05,A,Whanganui District,1050,Territorial authority areas,Monthly
2018-06,A,Whanganui District,1221,Territorial authority areas,Monthly
2018-07,A,Whanganui District,1536,Territorial authority areas,Monthly
2018-08,A,Whanganui District,1461,Territorial authority areas,Monthly
2018-09,A,Whanganui District,1365,Territorial authority areas,Monthly
2018-10,A,Whanganui District,1680,Territorial authority areas,Monthly
2018-11,A,Whanganui District,1056,Territorial authority areas,Monthly
2018-12,A,Whanganui District,735,Territorial authority areas,Monthly
2019-01,A,Whanganui District,1401,Territorial authority areas,Monthly
2019-02,A,Whanganui District,708,Territorial authority areas,Monthly
2019-03,A,Whanganui District,873,Territorial authority areas,Monthly
2019-04,A,Whanganui District,1182,Territorial authority areas,Monthly
2019-05,A,Whanganui District,1362,Territorial authority areas,Monthly
2019-06,A,Whanganui District,1143,Territorial authority areas,Monthly
2015-01,A,Whangarei District,2166,Territorial authority areas,Monthly
2015-02,A,Whangarei District,1431,Territorial authority areas,Monthly
2015-03,A,Whangarei District,1812,Territorial authority areas,Monthly
2015-04,A,Whangarei District,2262,Territorial authority areas,Monthly
2015-05,A,Whangarei District,2430,Territorial authority areas,Monthly
2015-06,A,Whangarei District,2574,Territorial authority areas,Monthly
2015-07,A,Whangarei District,3276,Territorial authority areas,Monthly
2015-08,A,Whangarei District,3258,Territorial authority areas,Monthly
2015-09,A,Whangarei District,3060,Territorial authority areas,Monthly
2015-10,A,Whangarei District,3612,Territorial authority areas,Monthly
2015-11,A,Whangarei District,2445,Territorial authority areas,Monthly
2015-12,A,Whangarei District,1695,Territorial authority areas,Monthly
2016-01,A,Whangarei District,2268,Territorial authority areas,Monthly
2016-02,A,Whangarei District,1575,Territorial authority areas,Monthly
2016-03,A,Whangarei District,1896,Territorial authority areas,Monthly
2016-04,A,Whangarei District,2400,Territorial authority areas,Monthly
2016-05,A,Whangarei District,2889,Territorial authority areas,Monthly
2016-06,A,Whangarei District,2745,Territorial authority areas,Monthly
2016-07,A,Whangarei District,3465,Territorial authority areas,Monthly
2016-08,A,Whangarei District,3609,Territorial authority areas,Monthly
2016-09,A,Whangarei District,3219,Territorial authority areas,Monthly
2016-10,A,Whangarei District,3750,Territorial authority areas,Monthly
2016-11,A,Whangarei District,2655,Territorial authority areas,Monthly
2016-12,A,Whangarei District,1839,Territorial authority areas,Monthly
2017-01,A,Whangarei District,2685,Territorial authority areas,Monthly
2017-02,A,Whangarei District,1767,Territorial authority areas,Monthly
2017-03,A,Whangarei District,2004,Territorial authority areas,Monthly
2017-04,A,Whangarei District,2727,Territorial authority areas,Monthly
2017-05,A,Whangarei District,2730,Territorial authority areas,Monthly
2017-06,A,Whangarei District,2835,Territorial authority areas,Monthly
2017-07,A,Whangarei District,3720,Territorial authority areas,Monthly
2017-08,A,Whangarei District,3666,Territorial authority areas,Monthly
2017-09,A,Whangarei District,3615,Territorial authority areas,Monthly
2017-10,A,Whangarei District,4287,Territorial authority areas,Monthly
2017-11,A,Whangarei District,2745,Territorial authority areas,Monthly
2017-12,A,Whangarei District,1977,Territorial authority areas,Monthly
2018-01,A,Whangarei District,2802,Territorial authority areas,Monthly
2018-02,A,Whangarei District,1728,Territorial authority areas,Monthly
2018-03,A,Whangarei District,2037,Territorial authority areas,Monthly
2018-04,A,Whangarei District,2739,Territorial authority areas,Monthly
2018-05,A,Whangarei District,2988,Territorial authority areas,Monthly
2018-06,A,Whangarei District,2997,Territorial authority areas,Monthly
2018-07,A,Whangarei District,4227,Territorial authority areas,Monthly
2018-08,A,Whangarei District,3942,Territorial authority areas,Monthly
2018-09,A,Whangarei District,3762,Territorial authority areas,Monthly
2018-10,A,Whangarei District,4515,Territorial authority areas,Monthly
2018-11,A,Whangarei District,2784,Territorial authority areas,Monthly
2018-12,A,Whangarei District,2172,Territorial authority areas,Monthly
2019-01,A,Whangarei District,2730,Territorial authority areas,Monthly
2019-02,A,Whangarei District,1767,Territorial authority areas,Monthly
2019-03,A,Whangarei District,2355,Territorial authority areas,Monthly
2019-04,A,Whangarei District,2892,Territorial authority areas,Monthly
2019-05,A,Whangarei District,3249,Territorial authority areas,Monthly
2015-05,A,Area Outside Region,72,Regional council areas,Year ended
2015-06,A,Area Outside Region,75,Regional council areas,Year ended
2015-07,A,Area Outside Region,63,Regional council areas,Year ended
2015-08,A,Area Outside Region,54,Regional council areas,Year ended
2015-09,A,Area Outside Region,51,Regional council areas,Year ended
2015-10,A,Area Outside Region,54,Regional council areas,Year ended
2015-11,A,Area Outside Region,54,Regional council areas,Year ended
2015-12,A,Area Outside Region,51,Regional council areas,Year ended
2016-01,A,Area Outside Region,54,Regional council areas,Year ended
2016-02,A,Area Outside Region,57,Regional council areas,Year ended
2016-03,A,Area Outside Region,63,Regional council areas,Year ended
2016-04,A,Area Outside Region,66,Regional council areas,Year ended
2016-05,A,Area Outside Region,60,Regional council areas,Year ended
2016-06,A,Area Outside Region,63,Regional council areas,Year ended
2016-07,A,Area Outside Region,63,Regional council areas,Year ended
2016-08,A,Area Outside Region,72,Regional council areas,Year ended
2016-09,A,Area Outside Region,90,Regional council areas,Year ended
2016-10,A,Area Outside Region,90,Regional council areas,Year ended
2016-11,A,Area Outside Region,90,Regional council areas,Year ended
2016-12,A,Area Outside Region,90,Regional council areas,Year ended
2017-01,A,Area Outside Region,87,Regional council areas,Year ended
2017-02,A,Area Outside Region,87,Regional council areas,Year ended
2017-03,A,Area Outside Region,81,Regional council areas,Year ended
2017-04,A,Area Outside Region,75,Regional council areas,Year ended
2017-05,A,Area Outside Region,72,Regional council areas,Year ended
2017-06,A,Area Outside Region,63,Regional council areas,Year ended
2017-07,A,Area Outside Region,81,Regional council areas,Year ended
2017-08,A,Area Outside Region,78,Regional council areas,Year ended
2017-09,A,Area Outside Region,51,Regional council areas,Year ended
2017-10,A,Area Outside Region,48,Regional council areas,Year ended
2017-11,A,Area Outside Region,57,Regional council areas,Year ended
2017-12,A,Area Outside Region,60,Regional council areas,Year ended
2018-01,A,Area Outside Region,63,Regional council areas,Year ended
2018-02,A,Area Outside Region,63,Regional council areas,Year ended
2018-03,A,Area Outside Region,63,Regional council areas,Year ended
2018-04,A,Area Outside Region,69,Regional council areas,Year ended
2018-05,A,Area Outside Region,75,Regional council areas,Year ended
2018-06,A,Area Outside Region,75,Regional council areas,Year ended
2018-07,A,Area Outside Region,63,Regional council areas,Year ended
2018-08,A,Area Outside Region,66,Regional council areas,Year ended
2018-09,A,Area Outside Region,72,Regional council areas,Year ended
2018-10,A,Area Outside Region,75,Regional council areas,Year ended
2018-11,A,Area Outside Region,75,Regional council areas,Year ended
2018-12,A,Area Outside Region,81,Regional council areas,Year ended
2019-01,A,Area Outside Region,81,Regional council areas,Year ended
2019-02,A,Area Outside Region,84,Regional council areas,Year ended
2019-03,A,Area Outside Region,84,Regional council areas,Year ended
2019-04,A,Area Outside Region,78,Regional council areas,Year ended
2019-05,A,Area Outside Region,78,Regional council areas,Year ended
2019-06,A,Area Outside Region,90,Regional council areas,Year ended2015-05,A,Bay of Plenty Region,116823,Regional council areas,Year ended
2015-06,A,Bay of Plenty Region,117429,Regional council areas,Year ended
2015-07,A,Bay of Plenty Region,118740,Regional council areas,Year ended
2015-08,A,Bay of Plenty Region,119490,Regional council areas,Year ended
2015-09,A,Bay of Plenty Region,120228,Regional council areas,Year ended
2015-10,A,Bay of Plenty Region,121536,Regional council areas,Year ended
2015-11,A,Bay of Plenty Region,121995,Regional council areas,Year ended
2015-12,A,Bay of Plenty Region,122484,Regional council areas,Year ended
2016-01,A,Bay of Plenty Region,122838,Regional council areas,Year ended
2016-02,A,Bay of Plenty Region,123357,Regional council areas,Year ended
2016-03,A,Bay of Plenty Region,123105,Regional council areas,Year ended
2016-04,A,Bay of Plenty Region,123291,Regional council areas,Year ended
2016-05,A,Bay of Plenty Region,124416,Regional council areas,Year ended
2016-06,A,Bay of Plenty Region,125430,Regional council areas,Year ended
2016-07,A,Bay of Plenty Region,126765,Regional council areas,Year ended
2016-08,A,Bay of Plenty Region,127539,Regional council areas,Year ended
2016-09,A,Bay of Plenty Region,128754,Regional council areas,Year ended
2016-10,A,Bay of Plenty Region,129645,Regional council areas,Year ended
2016-11,A,Bay of Plenty Region,130812,Regional council areas,Year ended
2016-12,A,Bay of Plenty Region,131409,Regional council areas,Year ended
2017-01,A,Bay of Plenty Region,133191,Regional council areas,Year ended
2017-02,A,Bay of Plenty Region,134160,Regional council areas,Year ended
2017-03,A,Bay of Plenty Region,135312,Regional council areas,Year ended
2017-04,A,Bay of Plenty Region,136356,Regional council areas,Year ended
2017-05,A,Bay of Plenty Region,136914,Regional council areas,Year ended
2017-06,A,Bay of Plenty Region,137370,Regional council areas,Year ended
2017-07,A,Bay of Plenty Region,138315,Regional council areas,Year ended
2017-08,A,Bay of Plenty Region,139158,Regional council areas,Year ended
2017-09,A,Bay of Plenty Region,140502,Regional council areas,Year ended
2017-10,A,Bay of Plenty Region,142482,Regional council areas,Year ended
2017-11,A,Bay of Plenty Region,142890,Regional council areas,Year ended
2017-12,A,Bay of Plenty Region,143241,Regional council areas,Year ended
2018-01,A,Bay of Plenty Region,143577,Regional council areas,Year ended
2018-02,A,Bay of Plenty Region,143625,Regional council areas,Year ended
2018-03,A,Bay of Plenty Region,143904,Regional council areas,Year ended
2018-04,A,Bay of Plenty Region,144645,Regional council areas,Year ended
2018-05,A,Bay of Plenty Region,144819,Regional council areas,Year ended
2018-06,A,Bay of Plenty Region,145929,Regional council areas,Year ended
2018-07,A,Bay of Plenty Region,147468,Regional council areas,Year ended
2018-08,A,Bay of Plenty Region,148797,Regional council areas,Year ended
2018-09,A,Bay of Plenty Region,149805,Regional council areas,Year ended
2018-10,A,Bay of Plenty Region,149946,Regional council areas,Year ended
2018-11,A,Bay of Plenty Region,150297,Regional council areas,Year ended
2018-12,A,Bay of Plenty Region,150876,Regional council areas,Year ended
2019-01,A,Bay of Plenty Region,151437,Regional council areas,Year ended
2019-02,A,Bay of Plenty Region,152067,Regional council areas,Year ended
2019-03,A,Bay of Plenty Region,152787,Regional council areas,Year ended
2019-04,A,Bay of Plenty Region,153456,Regional council areas,Year ended
2019-05,A,Bay of Plenty Region,153882,Regional council areas,Year ended
2019-06,A,Bay of Plenty Region,154356,Regional council areas,Year ended
2015-05,A,Canterbury Region,282864,Regional council areas,Year ended
2015-06,A,Canterbury Region,284262,Regional council areas,Year ended
2015-07,A,Canterbury Region,286347,Regional council areas,Year ended
2015-08,A,Canterbury Region,287274,Regional council areas,Year ended
2015-09,A,Canterbury Region,289038,Regional council areas,Year ended
2015-10,A,Canterbury Region,289485,Regional council areas,Year ended
2015-11,A,Canterbury Region,290397,Regional council areas,Year ended
2015-12,A,Canterbury Region,291075,Regional council areas,Year ended
2016-01,A,Canterbury Region,292293,Regional council areas,Year ended
2016-02,A,Canterbury Region,293718,Regional council areas,Year ended
2016-03,A,Canterbury Region,293400,Regional council areas,Year ended
2016-04,A,Canterbury Region,292305,Regional council areas,Year ended
2016-05,A,Canterbury Region,294372,Regional council areas,Year ended
2016-06,A,Canterbury Region,295773,Regional council areas,Year ended
2016-07,A,Canterbury Region,297240,Regional council areas,Year ended
2016-08,A,Canterbury Region,298572,Regional council areas,Year ended
2016-09,A,Canterbury Region,300078,Regional council areas,Year ended
